date,lat,lon,depth,restrict,ssid
3/16/16,8.168615869,8.837749785,sub,no,NG-OCP-NS-0ajHMd2A
3/16/16,8.166969646,8.833081603,sub,no,NG-OCP-NS-2rXYCkUE
3/16/16,8.166981148,8.83305925,top,no,NG-OCP-NS-3iXRukRf
3/16/16,8.167019582,8.833042601,top,no,NG-OCP-NS-3SkTb4BJ
3/16/16,8.166795117,8.833133847,sub,no,NG-OCP-NS-7l7vLSEy
3/16/16,8.16687616,8.833041722,sub,no,NG-OCP-NS-BRv8XLmW
3/16/16,8.16862577,8.83767783,top,no,NG-OCP-NS-GuHQ4nVz
3/16/16,8.166821561,8.833145861,top,no,NG-OCP-NS-JiZsN6DV
3/16/16,10.18898721,8.583763036,top,no,NG-OCP-PL-08xIPlXp
3/16/16,10.1862068,8.585532624,sub,no,NG-OCP-PL-1XQzdtVj
3/16/16,10.1873161,8.589855638,sub,no,NG-OCP-PL-3u9bndRv
3/16/16,8.951872841,9.406892212,sub,no,NG-OCP-PL-4YoC3fhF
3/16/16,8.950870289,9.409777488,sub,no,NG-OCP-PL-8qgewOym
3/16/16,10.18794154,8.588061295,top,no,NG-OCP-PL-aVaR5wuL
3/16/16,10.18576241,8.590237773,sub,no,NG-OCP-PL-CyTxi6hF
3/16/16,10.18737936,8.589954021,top,no,NG-OCP-PL-erHC1KeD
3/16/16,8.948571942,9.410193958,n/a,yes,NG-OCP-PL-FMKSb8lH
3/16/16,8.954033505,9.409129906,sub,no,NG-OCP-PL-gGb05BEI
3/16/16,10.18723769,8.592836817,top,no,NG-OCP-PL-IQPg6Sxn
3/16/16,10.18910828,8.583737409,sub,no,NG-OCP-PL-jEHemSa0
3/16/16,8.948512354,9.41020227,top,no,NG-OCP-PL-K9SWbjj6
3/16/16,10.1871999,8.592856851,sub,no,NG-OCP-PL-Lnlbs6By
3/16/16,8.951876647,9.406858895,top,no,NG-OCP-PL-nOTd3btt
3/16/16,8.950899828,9.409794851,top,no,NG-OCP-PL-uTZ6H8FI
3/16/16,10.1833238,8.587305928,top,yes,NG-OCP-PL-y5QAOAWX
3/16/16,10.18793988,8.588010887,sub,no,NG-OCP-PL-YXMX2RkU
3/16/16,10.18573083,8.590161893,top,no,NG-OCP-PL-ZIH9vccB
3/16/16,10.18821634,8.59436364,sub,no,NG-OCP-PL-ZIX7JSwl
3/16/16,10.18817142,8.594454494,top,no,NG-OCP-PL-znh1Vpf7
3/16/16,8.976372916,11.01661956,top,no,NG-OCP-TR-eMvC5SPd
3/16/16,8.977962105,11.01234678,top,no,NG-OCP-TR-GYQpaXbe
3/16/16,8.977983722,11.0125578,sub,no,NG-OCP-TR-GYQpaXbe
3/16/16,8.976336357,11.016654,sub,no,NG-OCP-TR-It9scUcj
3/16/16,8.975509327,11.01171903,sub,no,NG-OCP-TR-KkJSH4Jk
3/16/16,8.980953934,11.01376943,top,no,NG-OCP-TR-nOYseBJ7
3/16/16,8.981396186,11.00876627,top,no,NG-OCP-TR-qHJe49lm
3/16/16,8.980974488,11.01379094,sub,no,NG-OCP-TR-rnA6R4eA
3/16/16,8.97551946,11.0117409,top,no,NG-OCP-TR-zmv34NZP
3/17/16,8.182151451,8.841565293,sub,no,NG-OCP-NS-6IJcGvH7
3/17/16,8.168572252,8.837597767,top,no,NG-OCP-NS-6TPSCPCQ
3/17/16,8.177859958,8.865641583,sub,yes,NG-OCP-NS-6zddnF9B
3/17/16,8.174980023,8.864280866,sub,yes,NG-OCP-NS-9p5sOUxW
3/17/16,8.170568838,8.863766721,top,no,NG-OCP-NS-djJEmcv7
3/17/16,8.185441931,8.832527288,top,no,NG-OCP-NS-E98yG3AZ
3/17/16,8.182831056,8.833530128,top,no,NG-OCP-NS-GirVBA8A
3/17/16,8.18213301,8.841586294,top,no,NG-OCP-NS-HDIupPr7
3/17/16,8.173173526,8.862575762,sub,yes,NG-OCP-NS-iKuYItLl
3/17/16,8.177826513,8.865677996,top,yes,NG-OCP-NS-iszqwkn7
3/17/16,8.16857358,8.837826964,sub,no,NG-OCP-NS-Lx4wfuxG
3/17/16,8.170577496,8.863742322,sub,no,NG-OCP-NS-M1PwQH1W
3/17/16,8.174991871,8.86436597,top,no,NG-OCP-NS-qO3aiLl3
3/17/16,8.185442086,8.832518711,sub,no,NG-OCP-NS-S3CDQcSg
3/17/16,8.17317884,8.862647088,top,yes,NG-OCP-NS-SF6MEZp4
3/17/16,8.18281179,8.833581553,sub,no,NG-OCP-NS-sQCCUsJg
3/17/16,8.182277592,8.838474096,sub,no,NG-OCP-NS-Swv8nLIg
3/17/16,8.178915777,8.835012686,sub,no,NG-OCP-NS-uEyMbDWI
3/17/16,8.172662864,8.865909048,sub,yes,NG-OCP-NS-W1TCwyjV
3/17/16,8.172622849,8.86594264,sub,yes,NG-OCP-NS-wkc2ljgu
3/17/16,8.172625012,8.865921691,sub,yes,NG-OCP-NS-wkc2ljgu
3/17/16,8.182285065,8.838486047,top,no,NG-OCP-NS-XoaMGPJO
3/17/16,8.178878251,8.835049233,top,no,NG-OCP-NS-XU6qPjpo
3/17/16,8.945175319,9.41609278,top,no,NG-OCP-PL-0zyux6rL
3/17/16,10.17847369,8.604242977,top,no,NG-OCP-PL-1al5Xiee
3/17/16,10.18357734,8.609957881,sub,no,NG-OCP-PL-4FPlMdqi
3/17/16,8.947375913,9.419977937,sub,no,NG-OCP-PL-5tjrhP1g
3/17/16,10.18524252,8.614757674,top,no,NG-OCP-PL-7Ovj9bbE
3/17/16,8.947336485,9.419981018,top,no,NG-OCP-PL-8ImNkgWK
3/17/16,10.18738749,8.613195692,top,no,NG-OCP-PL-9lEjkcpf
3/17/16,10.18241914,8.602833895,sub,no,NG-OCP-PL-AayGhXC4
3/17/16,10.17542232,8.605828366,top,no,NG-OCP-PL-AOhSdrnM
3/17/16,10.18238878,8.60291029,top,no,NG-OCP-PL-b3Wt9r3L
3/17/16,10.19048453,8.617218227,top,no,NG-OCP-PL-Bvy9JOmo
3/17/16,8.940946177,9.421952667,top,yes,NG-OCP-PL-CdTG9Ukg
3/17/16,10.19041958,8.617203547,sub,no,NG-OCP-PL-CGtNLN81
3/17/16,10.18741292,8.613114533,sub,no,NG-OCP-PL-FCE4zPoL
3/17/16,10.17464309,8.60588012,sub,no,NG-OCP-PL-j1jzwlA5
3/17/16,10.18135834,8.607544659,top,no,NG-OCP-PL-LX4DkVmZ
3/17/16,8.941071071,9.421844806,sub,no,NG-OCP-PL-MVVAr6BC
3/17/16,8.944387938,9.396236959,top,no,NG-OCP-PL-oqZTvuzk
3/17/16,10.18349955,8.610011104,top,no,NG-OCP-PL-p7HjbXSd
3/17/16,8.944986663,9.41612277,sub,yes,NG-OCP-PL-PQMXYOhE
3/17/16,8.944307742,9.419977801,sub,yes,NG-OCP-PL-qQsLEg0A
3/17/16,8.941134088,9.418815562,sub,no,NG-OCP-PL-TQ6V14ga
3/17/16,8.941186279,9.418738654,top,no,NG-OCP-PL-Uj2NteGw
3/17/16,10.18137637,8.607513167,sub,no,NG-OCP-PL-usc2MSLf
3/17/16,8.94424647,9.399338708,sub,no,NG-OCP-PL-uZmlExCu
3/17/16,10.17180922,8.606027086,sub,no,NG-OCP-PL-WYQYWy5L
3/17/16,8.944264626,9.399297906,top,no,NG-OCP-PL-x8QNgCvA
3/17/16,8.944389931,9.396203506,sub,no,NG-OCP-PL-xXVi8Gvu
3/17/16,10.18519577,8.61468685,sub,no,NG-OCP-PL-Yif4LHHj
3/17/16,8.944274718,9.419961197,top,no,NG-OCP-PL-ZkXHnUqi
3/17/16,8.982484687,11.0385582,top,no,NG-OCP-TR-1jUEtSIU
3/17/16,8.979386447,11.03897136,sub,no,NG-OCP-TR-3tJECUw9
3/17/16,8.993015189,11.03225479,top,no,NG-OCP-TR-BHvyneSc
3/17/16,8.985504517,11.03348876,top,no,NG-OCP-TR-bqXNRfz8
3/17/16,8.987077045,11.03650996,sub,no,NG-OCP-TR-DxeUy13p
3/17/16,8.980329003,11.04653989,top,no,NG-OCP-TR-FR3S4nDc
3/17/16,8.982507623,11.03859595,sub,no,NG-OCP-TR-ivIvNEPD
3/17/16,8.980350827,11.04653552,sub,no,NG-OCP-TR-K5p5Yw0q
3/17/16,8.992482068,11.02896407,top,no,NG-OCP-TR-lnKXld9n
3/17/16,8.990892808,11.03364299,sub,no,NG-OCP-TR-MBlJ2R0g
3/17/16,8.99300746,11.03224577,sub,no,NG-OCP-TR-mDPuZa76
3/17/16,8.992545197,11.02894044,sub,no,NG-OCP-TR-N78YHFw8
3/17/16,8.990905684,11.03366974,top,no,NG-OCP-TR-p6MHdRbJ
3/17/16,8.984092457,11.04004705,sub,no,NG-OCP-TR-QS9lXYLy
3/17/16,8.984062474,11.0400494,top,no,NG-OCP-TR-tTTuyAwG
3/17/16,8.98706887,11.03654317,top,no,NG-OCP-TR-wO1KIcC1
3/17/16,8.985483285,11.03346353,sub,no,NG-OCP-TR-WWO0MY6W
3/17/16,8.976665255,11.03963217,sub,no,NG-OCP-TR-xT5TTIcP
3/17/16,8.979378106,11.03896968,top,no,NG-OCP-TR-xxD4ufB2
3/17/16,8.976597524,11.03964866,top,no,NG-OCP-TR-zdLmHI3j
3/18/16,8.192912852,8.855685871,top,no,NG-OCP-NS-0ASjjyhI
3/18/16,8.216130544,8.898640741,sub,no,NG-OCP-NS-1sEO9orI
3/18/16,8.213192101,8.899373519,top,no,NG-OCP-NS-1t60OkzS
3/18/16,8.189362623,8.856527577,sub,no,NG-OCP-NS-6YwIXTx3
3/18/16,8.198866116,8.908308118,top,no,NG-OCP-NS-7VdiRufZ
3/18/16,8.216101686,8.898640926,top,no,NG-OCP-NS-9jKeY17C
3/18/16,8.192908852,8.855622547,sub,no,NG-OCP-NS-9kZpZ9LH
3/18/16,8.213201412,8.899401787,sub,no,NG-OCP-NS-a1wNPAo8
3/18/16,8.205053044,8.907685302,sub,yes,NG-OCP-NS-adymHhBs
3/18/16,8.194671252,8.857658307,sub,no,NG-OCP-NS-CKReU3j7
3/18/16,8.191150489,8.855897575,sub,no,NG-OCP-NS-CNlheW1A
3/18/16,8.202563904,8.907883215,top,yes,NG-OCP-NS-cpceZX5B
3/18/16,8.203119445,8.90393056,sub,yes,NG-OCP-NS-d3VQ520M
3/18/16,8.200698446,8.905052809,top,yes,NG-OCP-NS-eQosGIm5
3/18/16,8.203114068,8.903968271,top,no,NG-OCP-NS-eYWH1GJy
3/18/16,8.194682196,8.857610096,top,no,NG-OCP-NS-iNlLylG5
3/18/16,8.189316914,8.856476783,top,no,NG-OCP-NS-JLOb1UCq
3/18/16,8.200652073,8.904950399,sub,yes,NG-OCP-NS-KheBU4mx
3/18/16,8.208662848,8.903636824,top,no,NG-OCP-NS-klro2zSP
3/18/16,8.215298923,8.902722112,top,no,NG-OCP-NS-mboKCKs6
3/18/16,8.205175714,8.90765974,top,yes,NG-OCP-NS-PG2qqBfq
3/18/16,8.198913306,8.908347199,sub,no,NG-OCP-NS-qmkigtkh
3/18/16,8.19209163,8.852719651,top,no,NG-OCP-NS-QsEf8Xaz
3/18/16,8.192152732,8.852824474,sub,no,NG-OCP-NS-qvTSj3dw
3/18/16,8.191176045,8.855869578,top,no,NG-OCP-NS-R9zSfrkV
3/18/16,8.208655751,8.89827365,sub,no,NG-OCP-NS-SWu39rmO
3/18/16,8.208572524,8.898326005,top,no,NG-OCP-NS-UszLqc9u
3/18/16,8.208608203,8.903739751,sub,yes,NG-OCP-NS-WXMG3o9G
3/18/16,8.215275359,8.902801524,sub,yes,NG-OCP-NS-XdRA8sKy
3/18/16,8.202586528,8.90784018,sub,yes,NG-OCP-NS-ZB3syV6x
3/18/16,10.1874145,8.617879112,top,no,NG-OCP-PL-0d5Jt4MT
3/18/16,8.949572462,9.386722224,top,no,NG-OCP-PL-0p5zt5RZ
3/18/16,10.18741592,8.617826211,sub,yes,NG-OCP-PL-1YlQBOld
3/18/16,8.952359741,9.388083519,sub,no,NG-OCP-PL-4eBFO1t0
3/18/16,10.17145194,8.669983468,top,no,NG-OCP-PL-5df9hzvn
3/18/16,10.20202755,8.642617615,sub,no,NG-OCP-PL-6Soulhi6
3/18/16,10.17020224,8.671256116,sub,no,NG-OCP-PL-809egMAV
3/18/16,10.18915887,8.599742225,sub,no,NG-OCP-PL-8fKufHy5
3/18/16,8.947510244,9.391796141,top,no,NG-OCP-PL-9FTjZgET
3/18/16,10.17480573,8.668525326,sub,no,NG-OCP-PL-9x90EWvS
3/18/16,8.952391508,9.388090914,top,no,NG-OCP-PL-AbHxpX01
3/18/16,8.941101291,9.399088673,sub,no,NG-OCP-PL-abKRAW7h
3/18/16,10.20088485,8.641972135,top,no,NG-OCP-PL-AOhSdrnM
3/18/16,8.955833609,9.393503907,top,no,NG-OCP-PL-bk2r5HOq
3/18/16,10.19837656,8.641331748,sub,yes,NG-OCP-PL-CBowKyn0
3/18/16,10.1955414,8.641988006,sub,no,NG-OCP-PL-d8O6Hmsc
3/18/16,8.939134211,9.398272486,sub,no,NG-OCP-PL-DaifAzS2
3/18/16,10.17475454,8.668549636,top,no,NG-OCP-PL-FOBVzX2C
3/18/16,10.1982939,8.641340763,top,no,NG-OCP-PL-fu6sjQ4u
3/18/16,8.941286611,9.402554948,sub,no,NG-OCP-PL-FzE1pfwe
3/18/16,10.17362649,8.671298894,sub,no,NG-OCP-PL-Gpm6LovH
3/18/16,10.20236108,8.645951778,sub,no,NG-OCP-PL-h2Bi0BOn
3/18/16,10.18847901,8.602234839,sub,no,NG-OCP-PL-Hpi3Oler
3/18/16,10.18644715,8.602081908,sub,yes,NG-OCP-PL-IWxHCA2v
3/18/16,10.19719217,8.639045914,top,no,NG-OCP-PL-l2f2T9BC
3/18/16,8.940998243,9.403126846,top,no,NG-OCP-PL-l3SsyaGp
3/18/16,8.941052376,9.399088202,top,no,NG-OCP-PL-LK4bhKPi
3/18/16,8.939054122,9.398173673,top,no,NG-OCP-PL-nJeiE5ke
3/18/16,10.17358431,8.671302086,top,no,NG-OCP-PL-No5n47CQ
3/18/16,10.197189,8.638976025,sub,no,NG-OCP-PL-NOyF64Hv
3/18/16,10.1707458,8.674884773,sub,no,NG-OCP-PL-O3HV9CqP
3/18/16,10.20185009,8.644255095,top,no,NG-OCP-PL-O5NCNM7f
3/18/16,8.953808619,9.390964528,sub,no,NG-OCP-PL-PlF42UGk
3/18/16,8.953872399,9.390992071,top,no,NG-OCP-PL-QqUsWUp0
3/18/16,10.17074104,8.674870302,top,no,NG-OCP-PL-QxnUyHx2
3/18/16,10.19108519,8.619270314,sub,no,NG-OCP-PL-r2g2k7QP
3/18/16,8.947501079,9.391812512,sub,no,NG-OCP-PL-RQZFX63v
3/18/16,10.19551703,8.641903773,top,no,NG-OCP-PL-t1UUzZr4
3/18/16,10.17143547,8.669970614,sub,no,NG-OCP-PL-u96jMVtt
3/18/16,10.17018097,8.671276525,top,no,NG-OCP-PL-ua8FCoAU
3/18/16,8.955801913,9.393456105,sub,yes,NG-OCP-PL-UUI32UjV
3/18/16,10.1888676,8.599838358,top,no,NG-OCP-PL-WxTUj0tV
3/18/16,10.18643912,8.602111008,top,no,NG-OCP-PL-XWHD4e8o
3/18/16,10.19105842,8.619240513,top,no,NG-OCP-PL-YjJZbBBg
3/18/16,8.949645228,9.386786056,sub,no,NG-OCP-PL-zAJK3wyQ
3/18/16,10.18850124,8.602253844,top,no,NG-OCP-PL-ZJ7eCKyP
3/18/16,10.20184705,8.644319401,top,no,NG-OCP-PL-ZkWZJXgk
3/18/16,8.981970735,11.08309663,sub,no,NG-OCP-TR-3GTxmM8O
3/18/16,8.922141218,11.05935916,top,no,NG-OCP-TR-4MNq8Kdo
3/18/16,8.921299576,11.06402397,sub,no,NG-OCP-TR-57RnwM3Z
3/18/16,8.948185267,11.04487019,top,no,NG-OCP-TR-a36ZLJyV
3/18/16,8.982115923,11.07500287,sub,no,NG-OCP-TR-A3GZw7ai
3/18/16,8.982115262,11.07496516,top,no,NG-OCP-TR-CLYB8gP1
3/18/16,8.945799637,11.04520252,sub,no,NG-OCP-TR-dqIKwUHS
3/18/16,8.945846695,11.04514323,top,no,NG-OCP-TR-fMNh7JAd
3/18/16,8.920040628,11.05933381,top,no,NG-OCP-TR-GKTFGcaV
3/18/16,8.983741007,11.07380274,sub,no,NG-OCP-TR-glVmn7ZV
3/18/16,8.91330064,11.05880645,sub,no,NG-OCP-TR-gLwHIgJK
3/18/16,8.983432438,11.08061982,top,no,NG-OCP-TR-HXhQj3nF
3/18/16,8.94770521,11.04011669,top,no,NG-OCP-TR-jXhWd1ii
3/18/16,8.921322739,11.06402254,sub,no,NG-OCP-TR-kAoLFFHs
3/18/16,8.983715547,11.0738052,top,no,NG-OCP-TR-l76PcQVQ
3/18/16,8.944461412,11.03952142,top,no,NG-OCP-TR-laZ0hWbd
3/18/16,8.981955048,11.08308886,top,no,NG-OCP-TR-N6QMJxku
3/18/16,8.976723529,11.07771584,sub,no,NG-OCP-TR-n8LQFyFd
3/18/16,8.922138631,11.05933957,sub,no,NG-OCP-TR-NmdmrIGi
3/18/16,8.92005197,11.05937341,sub,no,NG-OCP-TR-nMqFFYAv
3/18/16,8.947727311,11.04010589,sub,no,NG-OCP-TR-NT3td6as
3/18/16,8.916883283,11.05739441,top,no,NG-OCP-TR-oXPRXocH
3/18/16,8.943248735,11.04678402,sub,no,NG-OCP-TR-qJrvM9b5
3/18/16,8.98346439,11.08060058,sub,no,NG-OCP-TR-RxnmI5he
3/18/16,8.916868518,11.05737414,sub,no,NG-OCP-TR-sl9t774w
3/18/16,8.976760735,11.07770174,top,no,NG-OCP-TR-txtPpBp6
3/18/16,8.91331839,11.05880872,top,no,NG-OCP-TR-V7tmiYe9
3/18/16,8.944609561,11.0393214,sub,no,NG-OCP-TR-vzNY5r9D
3/18/16,8.948183078,11.04485868,sub,no,NG-OCP-TR-YYSqDRIX
3/18/16,8.943279518,11.04681143,top,no,NG-OCP-TR-ZSRdREsr
3/19/16,10.165955,9.708101623,sub,no,NG-OCP-BA-1YkpbpTy
3/19/16,10.16049907,9.705284325,sub,no,NG-OCP-BA-4HMjOVJ4
3/19/16,10.15749183,9.70885737,top,no,NG-OCP-BA-BchkyKl3
3/19/16,10.16593838,9.708072462,top,no,NG-OCP-BA-c4Sj3Vmg
3/19/16,10.15411984,9.705885344,sub,yes,NG-OCP-BA-ChFQXgPr
3/19/16,10.15412343,9.705857504,top,yes,NG-OCP-BA-EBBgrz6d
3/19/16,10.15926901,9.70200978,sub,no,NG-OCP-BA-jY1xgiaa
3/19/16,10.15749798,9.708853446,sub,no,NG-OCP-BA-lkqdjtbj
3/19/16,10.16353869,9.707488992,sub,no,NG-OCP-BA-MMF3aMKJ
3/19/16,10.15576378,9.711226851,sub,yes,NG-OCP-BA-rbHLaah8
3/19/16,10.16357779,9.707485993,top,no,NG-OCP-BA-sIdRhOdF
3/19/16,10.16049906,9.705267046,top,no,NG-OCP-BA-v5lm8nRc
3/19/16,10.15574757,9.711150555,top,no,NG-OCP-BA-Zk2sx9mf
3/19/16,10.15923113,9.702009639,top,no,NG-OCP-BA-ZPSwFBly
3/19/16,11.61312712,7.119357574,top,no,NG-OCP-KT-0q26F4Ic
3/19/16,11.61626489,7.12188298,top,no,NG-OCP-KT-1I2HzQ7K
3/19/16,11.61310538,7.119435839,sub,no,NG-OCP-KT-9Eo1F32t
3/19/16,11.6128637,7.118868138,top,no,NG-OCP-KT-a7sCRPfa
3/19/16,11.61457902,7.117134891,top,no,NG-OCP-KT-bnQht3iy
3/19/16,11.6162296,7.121899766,sub,no,NG-OCP-KT-bwwWYmCO
3/19/16,11.61462067,7.117088685,sub,no,NG-OCP-KT-mVgRLFhA
3/19/16,11.61486863,7.120120355,top,no,NG-OCP-KT-OPb8rYUa
3/19/16,11.61446595,7.124191958,sub,no,NG-OCP-KT-PEEDAj5w
3/19/16,11.61445305,7.124147156,top,no,NG-OCP-KT-uwwlTdE2
3/19/16,11.61538712,7.120199465,sub,no,NG-OCP-KT-XOCjUcVF
3/19/16,11.61283943,7.118883822,sub,no,NG-OCP-KT-xUaNpdCM
3/19/16,8.20907568,8.87319577,top,no,NG-OCP-NS-0GiVVydS
3/19/16,8.219213031,8.864176842,top,no,NG-OCP-NS-2KuFke4G
3/19/16,8.211218886,8.868092502,sub,no,NG-OCP-NS-71hPKM6o
3/19/16,8.153772017,8.886195023,top,yes,NG-OCP-NS-A7rMpfwY
3/19/16,8.221880883,8.864681039,top,no,NG-OCP-NS-AezvfN9D
3/19/16,8.220337147,8.859351279,sub,yes,NG-OCP-NS-CxJtq5bh
3/19/16,8.221878004,8.867747404,sub,no,NG-OCP-NS-d7tX1QPu
3/19/16,8.154438633,8.880901142,sub,no,NG-OCP-NS-dwIHhYYh
3/19/16,8.211213645,8.868115317,top,no,NG-OCP-NS-f8A4et92
3/19/16,8.20880843,8.870261681,sub,no,NG-OCP-NS-HFdhvqL7
3/19/16,8.158532501,8.884999032,top,no,NG-OCP-NS-Hk7hOrLU
3/19/16,8.22032791,8.859349284,top,no,NG-OCP-NS-j53NngEW
3/19/16,8.156717511,8.87938019,sub,no,NG-OCP-NS-jdY0Jw1E
3/19/16,8.157148936,8.88149816,top,no,NG-OCP-NS-KA9k9skd
3/19/16,8.153807991,8.886079774,sub,no,NG-OCP-NS-KCGOSZ2S
3/19/16,8.156667108,8.879269127,top,no,NG-OCP-NS-L25oUXag
3/19/16,8.208777652,8.870189399,top,no,NG-OCP-NS-mnqyJcjy
3/19/16,8.20906539,8.873119493,sub,no,NG-OCP-NS-n9kkDAiu
3/19/16,8.156228985,8.87982039,top,no,NG-OCP-NS-qNufwxws
3/19/16,8.210295607,8.875922228,sub,no,NG-OCP-NS-Qp8uZonI
3/19/16,8.22047453,8.866308999,top,no,NG-OCP-NS-QVcvuGGa
3/19/16,8.209146457,8.877643332,top,no,NG-OCP-NS-RAD6Hman
3/19/16,8.210325815,8.875842411,top,no,NG-OCP-NS-renSPO2U
3/19/16,8.209165799,8.877555012,sub,no,NG-OCP-NS-S6cs7Mev
3/19/16,8.221826765,8.867714304,top,no,NG-OCP-NS-sHyJY21L
3/19/16,8.154427243,8.880989033,top,no,NG-OCP-NS-sLHLjyAl
3/19/16,8.220470655,8.86632962,sub,no,NG-OCP-NS-sV9zIQC0
3/19/16,8.219237694,8.864263098,sub,no,NG-OCP-NS-yZgcF9HU
3/19/16,8.221882684,8.864706245,sub,no,NG-OCP-NS-zhWacB3U
3/19/16,10.14700753,8.632687451,sub,no,NG-OCP-PL-30u0LsOX
3/19/16,8.924183181,9.403571149,sub,no,NG-OCP-PL-3ii8mTbO
3/19/16,10.15818296,8.591477743,sub,no,NG-OCP-PL-3yEkJYGL
3/19/16,8.916794399,9.376567934,sub,no,NG-OCP-PL-4aSrfTva
3/19/16,10.15995409,8.585678304,top,no,NG-OCP-PL-4nvKlVKf
3/19/16,10.14002424,8.637392253,top,no,NG-OCP-PL-5LPeI2jd
3/19/16,8.916548122,9.379315492,sub,no,NG-OCP-PL-68PrBlbi
3/19/16,8.917279695,9.370846039,top,no,NG-OCP-PL-6eWicvz0
3/19/16,8.920388902,9.381787443,sub,yes,NG-OCP-PL-6HzHCs3C
3/19/16,10.15623233,8.589982275,top,no,NG-OCP-PL-6IgaMV2N
3/19/16,10.15622859,8.589961405,sub,no,NG-OCP-PL-6teYFiud
3/19/16,10.14699364,8.632682183,top,no,NG-OCP-PL-7I2wvYdh
3/19/16,10.16265415,8.585451242,top,no,NG-OCP-PL-9Jz97E1Q
3/19/16,10.15042784,8.617438476,sub,yes,NG-OCP-PL-9oSI7Xmy
3/19/16,10.15567184,8.616104518,sub,no,NG-OCP-PL-A8oNfED6
3/19/16,10.1408144,8.632042119,top,no,NG-OCP-PL-APYptXF2
3/19/16,10.14000633,8.637387939,sub,no,NG-OCP-PL-AvkEYCRR
3/19/16,10.15513917,8.621257108,top,no,NG-OCP-PL-beJadh55
3/19/16,8.924195553,9.403480574,top,no,NG-OCP-PL-BnKeBYl3
3/19/16,8.920386768,9.400157826,top,no,NG-OCP-PL-d475izAx
3/19/16,8.920406936,9.381733498,top,no,NG-OCP-PL-eLusPulG
3/19/16,10.14153137,8.634446358,sub,no,NG-OCP-PL-g8wCdKFF
3/19/16,10.16265097,8.585558138,sub,no,NG-OCP-PL-GpaPv5lg
3/19/16,8.917251408,9.370813355,sub,no,NG-OCP-PL-gPZ5WkIp
3/19/16,8.918467468,9.377847673,top,no,NG-OCP-PL-hBHfSyZi
3/19/16,10.15993957,8.585684087,sub,no,NG-OCP-PL-jYlVjHF7
3/19/16,8.916511838,9.379309703,top,no,NG-OCP-PL-KOv7tYDd
3/19/16,8.924931338,9.378468835,sub,yes,NG-OCP-PL-lhXH4Kua
3/19/16,10.15041334,8.617465471,top,no,NG-OCP-PL-LpCQRor5
3/19/16,8.922095902,9.38091896,sub,yes,NG-OCP-PL-lzdhgt9J
3/19/16,8.927258251,9.405801906,top,no,NG-OCP-PL-MGM4qJH0
3/19/16,8.914382814,9.377092358,top,no,NG-OCP-PL-NTEqlrBr
3/19/16,8.927602486,9.382789497,sub,no,NG-OCP-PL-nYOPuIrF
3/19/16,8.924744639,9.386788259,sub,no,NG-OCP-PL-OwzidCjh
3/19/16,8.927624181,9.382781094,top,no,NG-OCP-PL-oYCYOQq2
3/19/16,8.922498236,9.399425288,top,no,NG-OCP-PL-p2nEX8OS
3/19/16,10.14082281,8.63202812,sub,no,NG-OCP-PL-PnnjYC2w
3/19/16,10.14733299,8.63889384,top,no,NG-OCP-PL-pO5n4tMQ
3/19/16,8.927229376,9.405931796,sub,no,NG-OCP-PL-rlgcv9MN
3/19/16,10.15817174,8.591480164,top,no,NG-OCP-PL-rOHNsfhJ
3/19/16,8.910467619,9.376483264,sub,no,NG-OCP-PL-sbHDML2E
3/19/16,8.925059033,9.397363975,sub,yes,NG-OCP-PL-SHqp2zgs
3/19/16,10.15567473,8.616110492,top,no,NG-OCP-PL-sPc0o3CM
3/19/16,8.922475645,9.399421543,sub,yes,NG-OCP-PL-tAEa46fw
3/19/16,10.14151884,8.634466879,top,no,NG-OCP-PL-tjJjU79x
3/19/16,8.924725105,9.386788999,top,no,NG-OCP-PL-Ty2RzqfB
3/19/16,10.15780925,8.587146056,sub,no,NG-OCP-PL-u09EtyKP
3/19/16,10.15507405,8.621370523,sub,no,NG-OCP-PL-uaNW8aTC
3/19/16,8.916785755,9.376555693,top,no,NG-OCP-PL-wCSCfwQM
3/19/16,8.918431947,9.377768065,sub,no,NG-OCP-PL-x9sUAPKb
3/19/16,10.15779914,8.587126652,top,no,NG-OCP-PL-xBMvIyb5
3/19/16,10.15228309,8.619526843,sub,no,NG-OCP-PL-YE6BVa3z
3/19/16,8.922123762,9.380900521,top,no,NG-OCP-PL-yFlhqc7L
3/19/16,10.14732053,8.638870977,sub,no,NG-OCP-PL-yVFx8z06
3/19/16,8.92037935,9.400222735,sub,no,NG-OCP-PL-yZl1G8BD
3/19/16,8.925008187,9.397443735,top,yes,NG-OCP-PL-ZAJnHFJ4
3/19/16,8.924881729,9.378456147,top,no,NG-OCP-PL-zMOe374P
3/19/16,10.1523064,8.619542386,top,no,NG-OCP-PL-ZQcenuw2
3/19/16,8.905577325,11.06723684,sub,no,NG-OCP-TR-46EKWDuC
3/19/16,8.905585984,11.06726105,top,no,NG-OCP-TR-8rruYnmM
3/19/16,8.90843833,11.0690883,top,no,NG-OCP-TR-BlrU01KT
3/19/16,8.911207325,11.06679192,sub,no,NG-OCP-TR-jwn1MoNp
3/19/16,8.908424803,11.06909216,sub,no,NG-OCP-TR-mSsjFKUS
3/19/16,8.909127867,11.06749736,sub,no,NG-OCP-TR-QIUlMwaB
